10527, 0
20441, 0
20445, 10080
28549, 10080
28819, 18360
28824, 18360
37305, 18360
37371, 27090
47214, 27090
47245, 36990
47254, 36990
57048, 36990
57053, 46800
57067, 46800
66950, 46800
66954, 56700
76847, 56700
76871, 66600
76895, 66600
85853, 66600
85858, 75600
85863, 75600
94129, 75600
94133, 83790
104885, 83790
104928, 94680
104944, 94680
113071, 94680
113077, 102870
122972, 102870
123000, 112770
123012, 112770
131731, 112770
131741, 121500
140689, 121500
140800, 130500
140808, 130500
150658, 130500
150684, 140400
150699, 140400
159882, 140400
159897, 149400
168687, 149400
168691, 158400
176820, 158400
176827, 166590
176837, 166590
186680, 166590
186686, 176400
187019, 176400
198089, 176400
198091, 187830
207400, 187830
207464, 197190
207466, 197190
215584, 197190
215623, 205380
224495, 205380
224498, 214200
224501, 214290
235663, 214290
235704, 225090
235707, 225090
244377, 225090
244385, 184000
253265, 184000
253410, 193000
253422, 193000
261337, 193000
261457, 201190
271410, 201190
271415, 211000
271419, 211000
280221, 211000
280371, 220000
290492, 220000
290501, 230170
290533, 230170
298407, 230170
298415, 238180
307306, 238180
307318, 247090
307339, 247090
316369, 247090
316379, 256000
316398, 256000
386422, 256000
386422, 265900
386422, 265900
386422, 275800
386422, 275800
386422, 275800
386422, 284080
386422, 284080
386422, 292900
386422, 292900
386422, 292900
386422, 301900
386422, 301900
386422, 311980
386422, 311980
386422, 311980
386422, 322870
386422, 322870
391396, 322870
391400, 330970
400883, 330970
400900, 340690
400905, 340690
410824, 340690
410931, 350500
410943, 350500
420554, 350500
420560, 359500
428717, 359500
428849, 368500
429233, 368500
438686, 368500
438733, 378400
447651, 378400
447654, 387400
447673, 387400
458530, 387400
458534, 398200
458538, 398200
468981, 398200
468984, 408730
477488, 408730
477537, 417190
477543, 417190
486464, 417190
486508, 426190
495269, 426280
495276, 435100
495288, 435100
505235, 435100
505303, 445000
505306, 445000
514258, 445000
514311, 454000
522565, 454000
522598, 462370
522602, 462370
532182, 462370
532219, 472000
541330, 472000
541333, 481000
541342, 481000
550215, 481000
550667, 490000
558899, 490000
558904, 498640
559082, 498640
568472, 498640
568475, 508180
568486, 508180
578189, 508180
578266, 517990
588101, 517990
588110, 527800
588178, 527800
597017, 527800
597049, 536800
597061, 536800
606998, 536800
607048, 546700
616872, 546700
616925, 556600
616937, 556600
625830, 556600
625878, 565600
625890, 565600
635838, 565600
635849, 575500
646571, 575500
646574, 586390
646704, 586390
654958, 586390
654961, 594670
664291, 594670
664300, 603760
664318, 603850
673656, 603850
673660, 613390
673677, 613390
681825, 613390
681834, 621490
692459, 621490
692588, 632200
692593, 632200
702568, 632200
702708, 642280
702723, 642280
712195, 642280
712384, 652000
721378, 652000
721388, 661000
721409, 661000
730222, 661000
730467, 670000
730480, 670000
739005, 670000
747542, 678640
747622, 687280
747626, 687280
756583, 687280
756619, 696370
764611, 696370
764784, 704290
764802, 704290
773997, 704290
774006, 713200
782515, 713200
782525, 722200
782546, 722200
792361, 722200
792366, 731200
800877, 731200
800891, 740470
800896, 740470
810335, 740470
810448, 750100
810460, 750100
820305, 750100
820317, 760000
829608, 760000
829674, 769360
829677, 769360
840212, 769360
840217, 779980
840258, 779980
848301, 779980
848302, 787990
857964, 787990
857970, 797800
867074, 797800
867107, 806800
867108, 806800
876972, 806800
876974, 815800
886362, 815800
886365, 824890
886412, 824890
895661, 824890
895739, 834790
895742, 834790
905212, 834790
905406, 844690
914311, 844690
914666, 853780
914712, 853780
923867, 853780
923928, 863590
923932, 863590
934496, 863590
934500, 873490
934516, 873490
943672, 873490
943676, 883390
953474, 883390
953543, 893200
953545, 893200
962531, 893200
962537, 902200
962552, 902200
973068, 902200
973074, 912280
982215, 912280
982219, 922000
982221, 922000
991231, 922000
991455, 931000
991466, 931000
1002062, 931000
1002068, 941800
1012027, 941800
1012040, 951790
1012044, 951790
1021084, 951790
1021145, 960880
1021378, 960880
1030045, 960880
1030216, 969790
1039873, 969790
1039875, 979600
1039878, 979600
1048919, 979600
1048929, 988600
1048954, 988600
1058751, 988600
1058771, 998590
1068794, 998590
1068840, 1008400
1068846, 1008400
1077934, 1008400
1077937, 1017490
1086849, 1017490
1087755, 1026400
1087758, 1026400
1097924, 1026400
1097927, 1037560
1104788, 1037560
1104834, 1044580
1104963, 1044580
1114915, 1044580
1114917, 1054390
1122627, 1054390
1122752, 1062400
1122755, 1062400
1133386, 1062400
1133392, 1073200
1133421, 1073200
1141571, 1073200
1141747, 1081390
1151394, 1081390
1151743, 1091200
1151746, 1091200
1161430, 1091200
1161433, 1101100
1161443, 1101100
1170478, 1101100
1170480, 1110100
1180195, 1110100
1180269, 1120000
1180274, 1120000
1188912, 1120000
1188915, 1128550
1197546, 1128550
1197910, 1137190
1197913, 1137190
1206571, 1137280
