14370, -9223372036854775808
14381, 10980
21958, 10980
21978, 18720
22059, 18720
31976, 18720
31981, 28620
31995, 28620
43693, 28620
43699, 40140
51027, 40140
51039, 47610
51059, 47700
61170, 47700
61175, 57510
61190, 57690
68821, 57690
68935, 65610
78666, 65610
78761, 75420
78818, 75420
87853, 75420
87865, 84420
96698, 84420
96711, 93420
96741, 93420
104965, 93420
105058, 101700
114720, 101700
114728, 111420
114758, 111420
124856, 111420
124863, 121320
134525, 121320
134858, 131220
141674, 131220
141846, 138510
141871, 138510
150903, 138510
150915, 147600
150934, 147600
158929, 147600
158936, 155610
168736, 155610
168743, 165510
168747, 165510
176936, 165510
177012, 173520
186792, 173520
186796, 183600
187113, 183600
194762, 183600
194797, 191520
205755, 191520
205765, 202410
205775, 202410
214553, 202410
214560, 211320
228653, 211320
228667, 220770
228686, 220770
232697, 220770
232710, 229410
232733, 229410
241896, 229410
241902, 188500
251515, 188500
251526, 198310
260529, 198310
260534, 207310
260566, 207310
269547, 207310
269555, 216310
269567, 216310
277698, 216310
277714, 224500
287562, 224500
287575, 234220
287615, 234220
297311, 234220
297315, 244120
307424, 244120
307542, 254110
307555, 254110
386422, 254110
386422, 262570
386422, 262570
386422, 271210
386422, 271300
386422, 280120
386422, 280210
386422, 280210
386422, 289120
386422, 289120
386422, 289210
386422, 300010
386422, 300010
386422, 308920
386422, 308920
386422, 308920
386422, 318820
386422, 318910
381305, 318910
381314, 327910
390010, 327910
390137, 336820
390155, 336820
399614, 336820
399633, 346000
409143, 346090
409177, 355900
409257, 355900
417849, 355900
417855, 363190
426116, 363190
426260, 372910
426276, 372910
435348, 372910
435354, 381910
444260, 381910
444269, 390820
444282, 390820
454866, 390820
454874, 400000
465481, 400000
465486, 408820
465503, 408820
471176, 408820
471182, 417820
480100, 417820
480133, 426820
480136, 426820
488259, 426820
488265, 435010
498225, 435010
498262, 444910
498268, 444910
507401, 444910
507404, 454090
556239, 454090
556239, 462910
556239, 462910
556239, 462910
556239, 471910
556239, 471910
556239, 480910
556239, 480910
556239, 480910
556239, 489910
556239, 489910
556239, 498820
561209, 498820
561262, 507910
561270, 507910
570113, 507910
570123, 516820
570137, 516820
581198, 516820
581206, 527800
588292, 527800
588402, 535090
588406, 535090
598108, 535090
598142, 544810
607129, 544810
607139, 553810
607144, 553810
617251, 553810
617258, 563800
617267, 563800
625902, 563800
625918, 572620
635476, 572620
635488, 581710
635516, 581710
644177, 581710
644181, 590620
652811, 590620
652817, 599080
652829, 599080
661931, 599080
661937, 608620
670996, 608620
671161, 617710
671174, 617800
681512, 617800
681524, 626890
690950, 626890
690990, 637780
690995, 637780
698008, 637780
698013, 644620
698027, 644620
707435, 644620
707450, 653710
718066, 653710
718077, 662620
725412, 662620
725748, 671710
725756, 671710
735979, 671710
735985, 681610
743145, 681610
743158, 689620
743173, 689620
751949, 689710
751982, 698620
761031, 698620
761058, 707800
761062, 707800
772264, 707800
772421, 718600
772435, 718600
781727, 718600
781739, 728410
781756, 728410
790678, 728410
790687, 737410
800843, 737410
800852, 747400
800867, 747400
810454, 747400
810462, 757210
810480, 757210
819554, 757210
819573, 766300
829276, 766300
829281, 776020
829297, 776020
838390, 776020
838414, 785020
847361, 785020
847377, 794110
847411, 794110
857500, 794110
857509, 804100
857519, 804100
867443, 804100
867450, 814090
876120, 814090
876135, 822820
876149, 822820
885147, 822820
885151, 831820
885156, 831820
894479, 831820
894499, 840910
904991, 840910
905067, 851710
905082, 851710
914116, 851710
914127, 860710
923767, 860710
923789, 870520
923794, 870520
933771, 870520
933783, 880420
933812, 880420
943096, 880420
943104, 889690
951929, 889690
951985, 898600
951992, 898600
961657, 898600
961690, 908410
970773, 908410
970783, 917320
970792, 917410
980549, 917410
980554, 927220
980571, 927220
991510, 927220
991522, 937120
1000379, 937120
1000392, 947020
1000398
